case_id,query,draft_relevance,lexical_top_5,dense_top_5,hybrid_top_5,hybrid-rerank_top_5,mrr_delta,ndcg_at_10_delta,reviewed_labels,reviewer,notes,draft_positive_titles,lexical_top_5_titles,dense_top_5_titles,hybrid_top_5_titles,hybrid-rerank_top_5_titles
official-24-4,Find roles focused on State Estimation Engineer - Data Collection Systems,"{""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"": 3}","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba""]","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe""]","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe""]","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549""]",0.0,0.0,,,,State Estimation Engineer - Data Collection Systems,"State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Lead, Data Operations Global Expansion | Associate General Counsel, Commercial | Helix Data Creator","State Estimation Engineer - Data Collection Systems | Deployment Engineer (Data Collection) | Data Strategy Associate | Helix AI Engineer, Reinforcement Learning | Deployment Engineer - Commercial Site Team","State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Data Strategy Associate | Deployment Engineer (Data Collection) | Deployment Engineer - Commercial Site Team","State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Deployment Engineer (Data Collection) | Deployment Logistics Lead | AI Data Operations Manager"
official-24-5,"岗位职责匹配：Design and implement dual-tier state estimation algorithms in modern C++: low-latency, real-time filters for streaming teleoperation and batch optimization/smoothing routines for high-accuracy offline dataset generation.","{""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"": 3}","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""79f5841c81f7ac714712f4d3ef1979d7e41748673024dfc15606019cd63d3958"", ""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527"", ""02f16aa9d32c2123cc848e69fa4f5a6acc5eaa789f5291dd40f0f63379c39974""]","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074""]","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527"", ""79f5841c81f7ac714712f4d3ef1979d7e41748673024dfc15606019cd63d3958"", ""ea07724278be54b49fb0ffb4f22d5faf0b148d07979bb36082323bafa66fc448""]","[""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b"", ""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08""]",0.0,0.0,,,,State Estimation Engineer - Data Collection Systems,"State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Helix AI Engineer, Generative AI | Helix AI Engineer, Reinforcement Learning | Helix AI Engineer, Video Pretraining","State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Demand Planner | Project Coordinator, Data Quality | Helix AI Engineer, Training Performance","State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Helix AI Engineer, Reinforcement Learning | Helix AI Engineer, Generative AI | Helix AI Engineer, Pretraining","State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Localization and Mapping | Helix AI Engineer, Reinforcement Learning | Software Engineer, Privacy & Data Governance | Manufacturing Software Test Engineer"
official-25-1,"Associate General Counsel, Commercial","{""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"": 3}","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""b77e6b3d7caede0bfbcf4d62df9841a707956651099051cf4de62dd3a2a3599e"", ""3cff0238e9827ea8937e6bcbb0a6cc3e2cc5e5ea7ba7597bacb353d3de745bbe""]",0.0,0.0,,,,"Associate General Counsel, Commercial","Associate General Counsel, Commercial | Data Strategy Associate | Demand Planner | Deployment Engineer - Commercial Site Team | Deployment Logistics Lead","Associate General Counsel, Commercial | Data Strategy Associate | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team | Lead, Data Operations Global Expansion","Associate General Counsel, Commercial | Data Strategy Associate | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team | Deployment Logistics Lead","Associate General Counsel, Commercial | Deployment Logistics Lead | Demand Planner | Humanoid Robot Operator & Data Creator — Fontana, CA (Customer Site) | Helix AI Engineer, Perception"
official-25-2,"GPU & AI Infrastructure: Lead high-stakes negotiations and procurement agreements for global data center capacity, GPU compute, and complex technology licenses.","{""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"": 3}","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""02f16aa9d32c2123cc848e69fa4f5a6acc5eaa789f5291dd40f0f63379c39974""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5""]",0.0,0.0,,,,"Associate General Counsel, Commercial","Associate General Counsel, Commercial | Helix AI Engineer, Training Performance | Helix AI Engineer, Data Infrastructure | Helix AI Engineer, Localization and Mapping | Helix AI Engineer, Video Pretraining","Associate General Counsel, Commercial | Helix AI Engineer, Data Infrastructure | Demand Planner | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Helix AI Engineer, Training Performance","Associate General Counsel, Commercial | Helix AI Engineer, Data Infrastructure | Helix AI Engineer, Training Performance | Demand Planner | AI Training Infrastructure Engineer – Humanoid Whole Body Control","Associate General Counsel, Commercial | Helix AI Engineer, Data Infrastructure | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Helix AI Engineer, Training Performance | Software Engineer, Manufacturing Systems"
official-25-3,Experience: 4-7+ years of relevant legal experience at a top-ranked law firm. A combination of law firm and in-house experience at a high-growth startup or tech leader is preferred.,"{""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"": 3}","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""1f9f2467de3e4708c9577641bda5d53235417f44365da66ec663e0915b9106e5""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b""]",0.0,0.0,,,,"Associate General Counsel, Commercial","Associate General Counsel, Commercial | Demand Planner | AI Data Operations Manager | Software Engineer, Manufacturing Systems | Helix Data Creator","Associate General Counsel, Commercial | Deployment Logistics Lead | Helix AI Engineer, Reinforcement Learning | Deployment Engineer (Data Collection) | AI Training Infrastructure Engineer – Humanoid Whole Body Control","Associate General Counsel, Commercial | Software Engineer, Privacy & Data Governance | State Estimation Engineer - Data Collection Systems | Software Engineer, Manufacturing Systems | Deployment Engineer (Data Collection)","Associate General Counsel, Commercial | AI Data Operations Manager | Demand Planner | Deployment Engineer (Data Collection) | Software Engineer, Privacy & Data Governance"
official-25-4,"Find roles focused on Associate General Counsel, Commercial","{""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"": 3}","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""b77e6b3d7caede0bfbcf4d62df9841a707956651099051cf4de62dd3a2a3599e"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b73b922f4af1b2a2e4a3167943581b60aef9cf2340f022877c17699262b879eb"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""c157b426dd7167bc1359eecf26ec5fbc98b35e4202a41de9d6650964f9df3c17""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""b77e6b3d7caede0bfbcf4d62df9841a707956651099051cf4de62dd3a2a3599e"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""23731858c455419d59ce5792533ec8a179c6327cdadbcf49ea15e73c1c081bba""]",0.0,0.0,,,,"Associate General Counsel, Commercial","Associate General Counsel, Commercial | Data Strategy Associate | Helix AI Engineer, Data Infrastructure | Humanoid Robot Operator & Data Creator — Fontana, CA (Customer Site) | Helix Data Creator","Associate General Counsel, Commercial | Data Strategy Associate | Deployment Engineer - Commercial Site Team | Lead, Data Operations Global Expansion | Connector & Interconnect Design Engineer","Associate General Counsel, Commercial | Data Strategy Associate | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team | Lead, Data Operations Global Expansion","Associate General Counsel, Commercial | Humanoid Robot Operator & Data Creator — Fontana, CA (Customer Site) | Demand Planner | Deployment Logistics Lead | Helix Data Creator"
official-25-5,"岗位职责匹配：GPU & AI Infrastructure: Lead high-stakes negotiations and procurement agreements for global data center capacity, GPU compute, and complex technology licenses.","{""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"": 3}","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""02f16aa9d32c2123cc848e69fa4f5a6acc5eaa789f5291dd40f0f63379c39974""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]","[""75607eba04e4875b1dd4b218186a8a81de822a26baa6964e95582795cf4f282e"", ""0a59a8a5defd9d4d8667a85f36f511c6a9d787070af1f561d8de7060399ebb0c"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""a39440f627d72dfbfc52ba5e4663f2857cfc04e4e8a0f1497e74d63990542df0"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]",0.0,0.0,,,,"Associate General Counsel, Commercial","Associate General Counsel, Commercial | Helix AI Engineer, Training Performance | Helix AI Engineer, Data Infrastructure | Helix AI Engineer, Localization and Mapping | Helix AI Engineer, Video Pretraining","Associate General Counsel, Commercial | Helix AI Engineer, Data Infrastructure | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Demand Planner | Connector & Interconnect Design Engineer","Associate General Counsel, Commercial | Helix AI Engineer, Data Infrastructure | Helix AI Engineer, Training Performance | Demand Planner | AI Training Infrastructure Engineer – Humanoid Whole Body Control","Associate General Counsel, Commercial | Helix AI Engineer, Data Infrastructure | Helix AI Engineer, Training Performance | Deployment Logistics Lead | AI Training Infrastructure Engineer – Humanoid Whole Body Control"
official-26-1,Connector & Interconnect Design Engineer,"{""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"": 3}","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""ea07724278be54b49fb0ffb4f22d5faf0b148d07979bb36082323bafa66fc448"", ""0a0fc1829659ebd979c603141aaea41d021b93f09dc893d3d9bbd68efaeefbdc"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b"", ""0a8ae0080aed861331479e76665c99325ed73c480103a34202fab31735988354""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""0a0fc1829659ebd979c603141aaea41d021b93f09dc893d3d9bbd68efaeefbdc"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""3bf666c253c19894dbe27deb07d68ce3bd68efbe46903f1292a3806c56be640b""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""a348c6f5c005df2d721f2c06b4c51aa3c9caafade8e604315110fc5b4ed822b5"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]",0.0,0.0,,,,Connector & Interconnect Design Engineer,"Connector & Interconnect Design Engineer | Helix AI Engineer, Pretraining | Helix AI Engineer, Modeling | Software Engineer, Privacy & Data Governance | Helix AI Engineer, Robot Learning",Connector & Interconnect Design Engineer | Deployment Engineer - Commercial Site Team | State Estimation Engineer - Data Collection Systems | Deployment Engineer (Data Collection) | AI Training Infrastructure Engineer – Humanoid Whole Body Control,"Connector & Interconnect Design Engineer | State Estimation Engineer - Data Collection Systems | Helix AI Engineer, Modeling | Deployment Engineer - Commercial Site Team | Software Engineer, Privacy & Data Governance","Connector & Interconnect Design Engineer | Helix AI Engineer, Localization and Mapping | Software Engineer, Manufacturing Systems | State Estimation Engineer - Data Collection Systems | AI Training Infrastructure Engineer – Humanoid Whole Body Control"
official-26-2,"Own 3D CAD modeling and 2D detailed drawings for custom connectors, overmolds, and electromechanical interfaces","{""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"": 3}","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""79f5841c81f7ac714712f4d3ef1979d7e41748673024dfc15606019cd63d3958"", ""66a4c6d7e0904dd601e4054abef7eee96e6301da500323e2300ed9648b004074"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""3cff0238e9827ea8937e6bcbb0a6cc3e2cc5e5ea7ba7597bacb353d3de745bbe""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""3cff0238e9827ea8937e6bcbb0a6cc3e2cc5e5ea7ba7597bacb353d3de745bbe"", ""0a0fc1829659ebd979c603141aaea41d021b93f09dc893d3d9bbd68efaeefbdc""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""3cff0238e9827ea8937e6bcbb0a6cc3e2cc5e5ea7ba7597bacb353d3de745bbe"", ""79f5841c81f7ac714712f4d3ef1979d7e41748673024dfc15606019cd63d3958"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""e06e31c66b7ffa4e84f45cff09e46a9f58c4828c0a53239e6022a8011e6731c7"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""3cff0238e9827ea8937e6bcbb0a6cc3e2cc5e5ea7ba7597bacb353d3de745bbe"", ""9658a47149b0ab24fc3f77d0f9fdaafaff266b273215443058230f74271f9549""]",0.0,0.0,,,,Connector & Interconnect Design Engineer,"Connector & Interconnect Design Engineer | Helix AI Engineer, Generative AI | Helix AI Engineer, Training Performance | Demand Planner | Helix AI Engineer, Perception","Connector & Interconnect Design Engineer | State Estimation Engineer - Data Collection Systems | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Helix AI Engineer, Perception | Helix AI Engineer, Modeling","Connector & Interconnect Design Engineer | Helix AI Engineer, Perception | Helix AI Engineer, Generative AI | State Estimation Engineer - Data Collection Systems | AI Training Infrastructure Engineer – Humanoid Whole Body Control","Connector & Interconnect Design Engineer | Deployment Engineer (Data Collection) | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Helix AI Engineer, Perception | AI Data Operations Manager"
official-26-3,"Develop and execute validation test plans: mating cycles, pull-out force, vibration, thermal cycling, and environmental exposure","{""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"": 3}","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""2f0e3d2ed63dc83a4e3a6796d1e94a52d14431be5936849666e4872e9a0e5a73"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08""]","[""c1c05a8ba13a2926c42f725703c98fe23d061fca1b941341c82c68fd09fc1527"", ""b9e710fd1e21f126e880ef384cb63538083b0cd62695ed14e8a82e9d7ea2de46"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""819b7ab25d3641d3878a4f6e2dea005077f29528535c8a8aec9f727d904ed3c6"", ""5947300e1b20bb57f96311cc34e326bcc1ede855e9541ec6a204856612468417"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08""]","[""186cda7db8c456bcf680e72f263bd4f0e8cda1ceb47984f0502a119b6cf30d67"", ""7e180bb84925d86b67a37d44448c9e76ee9559555a0a794046a80088ba50abbe"", ""372b8d981e9a118724699820ec99464d3cef1b5afecb3504bd5984e0d20cf86e"", ""0510f179c62b00682e302dc68cd73707b475417d78001a1955e46bb5361b8242"", ""b703c687faa83dff0253c44ec411d68cccda459db840e29fef3ad4f403e84f08""]",0.0,0.0,,,,Connector & Interconnect Design Engineer,Connector & Interconnect Design Engineer | Demand Planner | Deployment Engineer - Commercial Site Team | Deployment Engineer - Commercial Site Team | Manufacturing Software Test Engineer,"Helix AI Engineer, Reinforcement Learning | Helix AI Engineer, Localization and Mapping | AI Training Infrastructure Engineer – Humanoid Whole Body Control | State Estimation Engineer - Data Collection Systems | Project Coordinator, Data Quality","Connector & Interconnect Design Engineer | State Estimation Engineer - Data Collection Systems | Project Coordinator, Data Quality | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Manufacturing Software Test Engineer",Connector & Interconnect Design Engineer | Deployment Engineer - Commercial Site Team | AI Training Infrastructure Engineer – Humanoid Whole Body Control | Deployment Engineer - Commercial Site Team | Manufacturing Software Test Engineer
